FileName,SpeciesCode
9127dc6f-11fc-4b40-85f0-cc9dce62c445.jpg,0
376d2494-144b-48ee-bae2-cdb369fcc530.jpg,0
d553a0ca-a139-43e0-839e-5fc9d114d908.jpg,0
a7f7b1cb-488b-4e85-9628-d3811ac54be5.jpg,0
35247d84-9bdc-48ba-ad4f-f22b3e6f0c1f.jpg,0
219e5913-afdb-4ce0-9740-cbbbde5680f6.jpg,0
2e28bd51-1cc1-4f7e-805a-8a67690b8298.jpg,0
3ed968a8-4973-4e32-b75b-99e954de0dd0.jpg,0
10a5eec2-933c-4593-b5d8-6197683db5ee.jpg,0
e59e399d-013c-4c2b-b6d2-4e835a546937.jpg,0
4cd1b33f-ea70-4709-aca3-0f2c7c19b888.jpg,0
45ce0573-f6c1-457e-abfb-74d1d53b9609.jpg,0
2ee879d6-dc7b-4fa2-94ac-b7fee9167a23.jpg,0
c0c4a46a-aa09-47f9-b58c-fb1581f7df94.jpg,0
7a38583d-75f8-4ccf-a9fa-1c540ba64305.jpg,0
5ac0017b-baa5-448c-95e2-433d45153e97.jpg,0
decfeec1-cd99-4dc8-a61b-413e6841c4ad.jpg,0
bd2822f5-f26c-4ba8-b775-758a0e9256ea.jpg,0
7be7ec4c-15b1-4f30-8cc9-6c1665fb1ba9.jpg,0
5b0bb522-cbaf-4436-9880-16e742036a69.jpg,0
1e5f4616-8692-4565-a45f-d27ccbc0ea7c.jpg,0
75b1a44a-2c85-4426-8367-74f120b082a1.jpg,0
71334d38-3cb6-4f12-b632-2e72e1ff0411.jpg,0
7ffbfa18-c754-4e04-94a3-281ec842ed54.jpg,0
d3b4e33e-b913-4596-8b9c-740bee9fccd3.jpg,0
4b10485b-fbe2-4dad-aa40-060a29e4636f.jpg,0
4095755b-0ed1-46f0-9bd3-99916e5fd2f8.jpg,0
1547614f-1f1b-482d-b2e4-a2ecfe9d6fc9.jpg,0
8afa4bce-2019-419c-a19f-51369a6f7a6c.jpg,0
b882c541-ef4c-4c30-be4c-52d16454c0cb.jpg,0
c645d31e-2625-445a-9cf6-c3d55054babe.jpg,0
05e599b1-424c-4cd5-9433-159778c6a6b6.jpg,0
51bf4412-5ff2-4b13-9473-be3e2620a54a.jpg,0
e8f8a49e-27a2-4985-8711-d2c69202d92e.jpg,0
35658405-cc58-44f4-869d-d7427114300c.jpg,0
4ab689bd-22b2-431d-9407-d3bb3358853c.jpg,0
ba2160c6-a238-4d53-94a2-a664c20ad5ef.jpg,0
fc0b6b3f-e526-4bfc-ac73-d881e2244691.jpg,0
e353fbeb-fb4f-4f19-bf74-1d01e04e8857.jpg,0
06c7173e-5ee8-43b7-92cc-c0d0aafad113.jpg,0
87962d00-3c17-470c-83b1-39a3350e554f.jpg,0
ef336298-d679-4715-b99e-1aa850a74abc.jpg,0
5c55f30c-13ef-44e0-b5da-1b88bbcaa994.jpg,0
81115493-ed12-4b93-9b33-2dc4f918b27c.jpg,0
c34e7f5f-39f7-47e3-b785-57e6b7d761ce.jpg,0
8d2cba97-6649-4a58-a356-ca34b979322d.jpg,0
8b74d6ad-d734-4f3e-b08d-e3c091a516a4.jpg,0
38de3619-bd86-408c-ab15-cd9892b69614.jpg,0
2949abf6-4a4a-4b86-ad66-71a0c97e549d.jpg,0
68965f41-f23b-4f78-a1f5-52dbfb146af4.jpg,0
5e2bf246-0b4a-4236-8c40-a2f2797ab010.jpg,0
8228f262-c96e-4e8e-b7f9-58b3e5687616.jpg,0
6580455b-d3d0-407f-8341-dbb152088d8d.jpg,0
22ecfc62-94d6-43af-ab9b-77f8418df7e9.jpg,0
a5ab6f4e-35bd-4e97-96a4-09a8bfe5bf35.jpg,0
18f631d9-9a50-4652-ad9c-706770a7b5ce.jpg,0
c03c16ab-46c8-4cb9-8b1e-7f5e27700ee7.jpg,0
560590ed-abe7-45fc-a0cd-e6ba4f67815f.jpg,0
ef8b89f7-39cf-4e36-86c5-651ed266a6ac.jpg,0
dd416ac7-4ce6-4ad4-b7d1-90af06862c70.jpg,0
e67c4f21-ff84-4995-b8df-82691eab15c7.jpg,0
20f66873-7f33-4a27-af46-e0fd1aab0d8a.jpg,0
69c7fbe8-8fbb-49ab-8ca0-24fd5aee25d8.jpg,0
09375fe1-e49e-4380-b652-0d5f05a1eb8f.jpg,0
093c5c2a-cefa-4be7-bd91-e1b00cd665e7.jpg,0
e36332f8-63bd-4c8a-9f6d-b1a365f48f0d.jpg,0
2eb66508-b303-4e43-9aa9-47ba38075f25.jpg,0
d288492a-c9b8-4965-a744-9be57afba5d4.jpg,0
c8283df8-3f5d-4b75-a6f0-3ac5f65f3652.jpg,0
5a961a9c-fc54-4d8c-a104-413f657d0049.jpg,0
e12d05bd-0cfd-4e6a-aed0-fe128bc421f5.jpg,0
94a61796-7cce-42f3-bceb-74c32ce889cb.jpg,0
e13a4eac-26ee-41a5-8972-2b9dec77fc92.jpg,0
18cdf1a5-7331-45a4-92e2-f22a9fc6a9ff.jpg,0
c282ae90-5428-4cce-8401-6c98bad70866.jpg,0
a26cbcfc-e3aa-4da7-a0a2-b7dbfd33b8cd.jpg,0
92574372-66c8-4c8b-bb12-a7d55982f521.jpg,0
c255a382-bb6d-4e49-a8a3-c621290be6fa.jpg,0
54b73dae-b5b9-4187-96f7-55d6cbc9636c.jpg,0
52d5b2e6-edf2-4dcc-84e6-ff40d8691a19.jpg,0
e1f8a15e-3553-4b9a-9135-898e740ae03c.jpg,0
802c4838-41ef-4d68-b44f-b73165bbd1ba.jpg,0
2a89917a-2211-46f1-b907-d26c58980b27.jpg,0
55d70856-6788-4ad8-9f3e-0c1293a25881.jpg,0
f592a038-28ed-4718-8290-f6c95b7be1c7.jpg,0
e23246de-8f93-420e-ba70-8a0552cece32.jpg,0
2b6ac51a-7929-45aa-8431-efbf388b102a.jpg,0
13627680-3490-4976-94f4-ecce650624c5.jpg,0
7495720d-9f9d-4b3b-812d-e0126c5c616e.jpg,0
6bd92075-fd99-499e-abf0-b2cca28e896f.jpg,0
da16907f-e356-42c1-85d4-0082e692be1f.jpg,0
63f08f90-a5e8-408d-8a14-f617759476f7.jpg,0
1cfb0a5c-6b9c-4103-ac2e-0150ead15437.jpg,0
8b094a3e-28c5-4d4a-a9a2-4411037a500c.jpg,0
cb29eb49-8d39-4ace-bc4c-33aeaedc626f.jpg,0
ca9b575f-29cc-4aa5-b77a-8d24fde4afc3.jpg,0
ee98da08-59d7-4a19-b9bf-f4a9aefdfb84.jpg,0
0ef18448-2b93-4408-b26e-67509a1df778.jpg,0
3f3a1612-59ac-4f9f-86d3-927c857eec32.jpg,0
6d4c8b53-d560-4e33-b011-09809ec60c71.jpg,0
04f34fbb-ff5a-4392-8006-91c8f9b69d21.jpg,0
cdfd0742-02fb-44ff-825c-6f4e981fe8b3.jpg,0
95ff2c2b-72ff-451e-9fbb-301ffa28be2c.jpg,0
e974ab36-50c2-4eee-baf2-0a0aa859fa94.jpg,0
98a6421d-1b7b-45a0-88dd-c289b524ea99.jpg,0
c0d8ae8b-3111-49e4-8962-3d4da682b73a.jpg,0
d2588389-bd9a-4f7b-b3dc-e68f32a899a2.jpg,0
98a10821-5030-48ea-af51-b5f43f2181dc.jpg,0
6081b148-386f-44d7-8e19-8e73935bcbef.jpg,0
4595fba1-820e-4086-b859-a27632a8c955.jpg,0
044912ef-c89a-458a-b88f-ea14e2f04044.jpg,0
6530ec00-62df-4298-a929-f4653a4472e8.jpg,0
